Letter,Number,Color
lus,28,Orange
lut,8,Red
luu,87,Red
luv,31,Magenta
luw,34,Blue
lux,94,Cyan
luy,61,Brown
luz,40,White
lva,54,Orange
lvb,12,White
lvc,83,Brown
lvd,33,Lavender
lve,50,Orange
lvf,13,Lavender
lvg,59,Orange
lvh,30,Purple
lvi,18,Brown
lvj,15,Purple
lvk,14,Turquoise
lvl,88,Brown
lvm,58,Turquoise
lvn,41,Magenta
lvo,53,Black
lvp,26,Purple
lvq,26,Green
lvr,63,Green
lvs,66,White
lvt,1,Yellow
lvu,75,Orange
lvv,88,Magenta
lvw,47,Purple
lvx,39,Red
lvy,59,Red
lvz,29,Blue
lwa,40,Pink
lwb,26,White
lwc,24,Lavender
lwd,73,Blue
lwe,59,Turquoise
lwf,21,Purple
lwg,9,Purple
lwh,87,White
lwi,11,Yellow
lwj,58,Lavender
lwk,53,Yellow
lwl,24,Red
lwm,89,Orange
lwn,94,Cyan
lwo,59,Pink
lwp,76,Black
lwq,43,Purple
lwr,97,Blue
lws,58,Cyan
lwt,91,Pink
lwu,16,Black
lwv,53,Purple
lww,64,Green
lwx,75,Red
lwy,83,Turquoise
lwz,70,Blue
lxa,78,Magenta
lxb,76,Turquoise
lxc,25,Purple
lxd,16,Orange
lxe,82,Orange
lxf,68,Gray
lxg,15,Orange
lxh,12,Cyan
lxi,10,White
lxj,20,Black
lxk,93,Green
lxl,84,Pink
lxm,21,Brown
lxn,71,White
lxo,78,Black
lxp,69,Purple
lxq,77,Yellow
lxr,77,Blue
lxs,3,Cyan
lxt,17,Cyan
lxu,82,Turquoise
lxv,22,Pink
lxw,78,Gray
lxx,42,Yellow
lxy,48,Magenta
lxz,95,Black
lya,35,Orange
lyb,12,Yellow
lyc,50,Brown
lyd,48,Brown
lye,64,Magenta
lyf,99,Green
lyg,29,Blue
lyh,74,Green
lyi,40,Pink
lyj,16,Blue
lyk,40,White
lyl,36,White
lym,53,Gray
lyn,80,Black
lyo,10,Brown
lyp,2,White
lyq,86,Blue
lyr,35,Lavender
lys,62,Red
lyt,15,White
lyu,7,Red
lyv,52,Blue
lyw,69,Turquoise
lyx,61,Turquoise
lyy,56,Green
lyz,30,Orange
lza,19,Lavender
lzb,27,Magenta
lzc,27,Lavender
lzd,44,Magenta
lze,77,Blue
lzf,67,Turquoise
lzg,87,Purple
lzh,7,Red
lzi,91,Green
lzj,37,Blue
lzk,7,Pink
lzl,6,Blue
lzm,15,Magenta
lzn,46,Brown
lzo,56,Magenta
lzp,68,Lavender
lzq,100,Orange
lzr,8,Red
lzs,31,Gray
lzt,22,Orange
lzu,29,Lavender
lzv,71,Orange
lzw,24,Orange
lzx,95,Blue
lzy,92,Yellow
lzz,4,Blue
maa,94,White
mab,87,White
mac,83,Purple
mad,66,Orange
mae,4,Brown
maf,72,Magenta
mag,43,Blue
mah,75,Brown
mai,21,Blue
maj,61,Pink
mak,2,Purple
mal,83,Gray
mam,68,Purple
man,53,Red
mao,10,Magenta
map,100,Magenta
maq,61,Green
mar,5,Magenta
mas,41,Orange
mat,57,Orange
mau,78,Yellow
mav,94,White
maw,77,Orange
max,27,Pink
may,66,Purple
maz,42,Red
mba,48,Pink
mbb,59,Black
mbc,17,Turquoise
mbd,77,Lavender
mbe,67,Black
mbf,77,Purple
mbg,35,Gray
mbh,61,Black
mbi,58,Cyan
mbj,99,Blue
mbk,32,Turquoise
mbl,64,Green
mbm,96,Cyan
mbn,32,Red
mbo,77,Yellow
mbp,2,Blue
mbq,11,Gray
mbr,11,Gray
mbs,99,Green
mbt,81,Green
mbu,69,Black
mbv,76,Blue
mbw,6,Blue
mbx,70,Red
mby,99,Green
mbz,4,Lavender
mca,81,Brown
mcb,97,Gray
mcc,31,Black
mcd,84,Green
mce,26,Purple
mcf,50,White
mcg,85,Green
mch,91,Pink
mci,27,Lavender
mcj,78,White
mck,36,Purple
mcl,26,Brown
mcm,16,Purple
mcn,36,Purple
mco,10,Cyan
mcp,89,Yellow
mcq,85,Lavender
mcr,81,Gray
mcs,12,Magenta
mct,51,Magenta
mcu,1,Blue
mcv,32,Orange
mcw,84,Purple
mcx,86,Brown
mcy,84,White
mcz,8,Pink
mda,47,Purple
mdb,28,White
mdc,25,Pink
mdd,6,Black
mde,49,Red
mdf,56,Purple
mdg,78,Cyan
mdh,10,Green
mdi,8,Blue
mdj,11,Pink
mdk,3,Orange
mdl,34,Yellow
mdm,95,Orange
mdn,48,Cyan
mdo,83,Purple
mdp,98,White
mdq,58,Red
mdr,17,Lavender
mds,46,Cyan
mdt,0,Green
mdu,45,Magenta
mdv,75,Lavender
mdw,7,Blue
mdx,63,Lavender
mdy,57,Red
mdz,58,Cyan
mea,20,Gray
meb,20,Gray
mec,74,Cyan
med,63,Magenta
mee,61,Yellow
mef,26,Red
meg,73,Cyan
meh,84,White
mei,75,White
mej,26,Red
mek,81,Brown
mel,3,Red
mem,41,Cyan
men,11,Pink
meo,43,Cyan
mep,41,Black
meq,6,Yellow
mer,20,Lavender
mes,93,Pink
met,66,Red
meu,54,Purple
mev,31,Magenta
mew,6,Pink
mex,68,White
mey,68,Turquoise
mez,76,Lavender
mfa,76,Green
mfb,86,Pink
mfc,28,White
mfd,83,Red
mfe,38,White
mff,46,Purple
mfg,44,Orange
mfh,42,Green
mfi,85,Black
mfj,5,Turquoise
mfk,61,Green
mfl,56,White
mfm,71,Turquoise
mfn,17,White
mfo,5,White
mfp,83,Green
mfq,25,Red
mfr,57,White
mfs,59,Magenta
mft,77,Gray
mfu,66,Magenta
mfv,37,Blue
mfw,18,Magenta
mfx,23,Orange
mfy,50,Magenta
mfz,72,Green
mga,37,Pink
mgb,80,Blue
mgc,85,Magenta
mgd,8,Green
mge,64,Pink
mgf,23,Cyan
mgg,52,Blue
mgh,87,Green
mgi,36,Blue
mgj,9,Cyan
mgk,21,Purple
mgl,46,Yellow
mgm,0,Turquoise
mgn,77,Turquoise
mgo,6,Black
mgp,42,Black
mgq,25,Red
mgr,15,Orange
mgs,56,Lavender
mgt,51,Purple
mgu,86,Gray
mgv,48,Green
mgw,27,Magenta
mgx,50,Black
mgy,71,Yellow
mgz,83,Cyan
mha,45,Magenta
mhb,84,Yellow
mhc,81,Turquoise
mhd,35,Yellow
mhe,40,Pink
mhf,60,Brown
mhg,95,Magenta
mhh,72,Red
mhi,96,Turquoise
mhj,25,Pink
mhk,13,Lavender
mhl,7,Green
mhm,47,Cyan
mhn,27,Purple
mho,20,Gray
mhp,58,White
mhq,10,Magenta
mhr,40,Cyan
mhs,90,Pink
mht,70,White
mhu,17,Green
mhv,63,Magenta
mhw,87,Magenta
mhx,28,Lavender
mhy,88,Blue
mhz,71,Gray
mia,19,Yellow
mib,15,Gray
mic,61,Blue
mid,1,Gray
mie,61,Pink
mif,79,Orange
mig,49,Pink
mih,49,Lavender
mii,3,Black
mij,17,Black
mik,37,Red
mil,25,Red
mim,64,Gray
min,53,Cyan
mio,71,Purple
mip,84,Red
miq,10,Lavender
mir,87,Purple
mis,83,Orange
mit,39,Purple
miu,24,Yellow
miv,18,Gray
miw,27,Purple
mix,42,Purple
miy,18,Orange
miz,1,Blue
mja,74,Blue
mjb,8,White
mjc,9,Lavender
mjd,61,Green
mje,59,Pink
mjf,83,Black
mjg,72,Black
mjh,25,Cyan
mji,74,Purple
mjj,61,Yellow
mjk,42,Magenta
mjl,0,Brown
mjm,56,Yellow
mjn,43,Brown
mjo,89,Yellow
mjp,45,Brown
mjq,66,Black
mjr,100,Blue
mjs,28,Gray
mjt,94,White
mju,2,Cyan
mjv,88,White
mjw,41,Green
mjx,48,Black
mjy,10,Turquoise
mjz,13,Cyan
mka,45,Magenta
mkb,78,White
mkc,26,Lavender
mkd,5,Orange
mke,82,Pink
mkf,78,Turquoise
mkg,47,Turquoise
mkh,17,Gray
mki,6,Cyan
mkj,54,Gray
mkk,55,Lavender
mkl,56,Blue
mkm,39,Cyan
mkn,39,Turquoise
mko,19,Black
mkp,98,Pink
mkq,67,Green
mkr,24,Red
mks,14,Gray
mkt,71,Blue
mku,44,Brown
mkv,28,Turquoise
mkw,82,Lavender
mkx,0,Turquoise
mky,21,Orange
mkz,2,Cyan
mla,3,Turquoise
mlb,30,Brown
mlc,3,Black
mld,84,Green
mle,1,Gray
mlf,38,Black
mlg,4,Cyan
mlh,92,Orange
mli,11,Pink
mlj,49,Yellow
mlk,84,Magenta
mll,47,Cyan
mlm,81,Turquoise
mln,78,Brown
mlo,16,Red
mlp,93,Blue
mlq,65,Gray
mlr,100,Pink
mls,21,Pink
mlt,3,Blue
mlu,14,Brown
mlv,45,Red
mlw,37,Magenta
mlx,44,Brown
mly,49,Black
mlz,93,Red
mma,71,Orange
mmb,82,Pink
mmc,49,Lavender
mmd,85,Black
mme,2,Brown
mmf,36,Purple
mmg,50,Red
mmh,64,Brown
mmi,81,Brown
mmj,90,White
mmk,13,Pink
mml,27,Gray
mmm,36,Brown
mmn,10,Lavender
mmo,57,Yellow
mmp,81,Cyan
mmq,20,Turquoise
mmr,29,Lavender
mms,60,Green
mmt,14,Green
mmu,53,Gray
mmv,2,Orange
mmw,80,Red
mmx,50,Yellow
mmy,39,Magenta
mmz,8,Red
mna,9,Pink
mnb,35,Purple
mnc,7,Black
mnd,36,Gray
mne,16,Black
mnf,31,Gray
mng,29,Black
mnh,51,Purple
mni,15,Brown
mnj,95,Cyan
mnk,30,Brown
mnl,39,Lavender
mnm,39,Black
mnn,19,Gray
mno,57,Purple
mnp,62,Lavender
mnq,75,Lavender
mnr,90,Green
mns,44,Gray
mnt,22,Blue
mnu,50,Red
mnv,62,Magenta
mnw,75,Brown
mnx,95,White
mny,76,White
mnz,3,Blue
moa,92,Red
mob,98,Green
moc,100,Turquoise
mod,41,Magenta
moe,31,Green
mof,63,Magenta
mog,55,Blue
moh,31,Yellow
moi,35,Magenta
moj,43,Black
mok,35,Gray
mol,40,Green
mom,44,Blue
mon,46,Yellow
moo,18,Purple
mop,38,Blue
moq,7,Brown
mor,20,Orange
mos,4,Yellow
mot,59,Turquoise
mou,21,Black
mov,100,Blue
mow,39,Gray
mox,90,Black
moy,36,Cyan
moz,38,Pink
mpa,83,Pink
mpb,49,Green
mpc,8,Black
mpd,65,Red
mpe,56,Magenta
mpf,85,Orange
mpg,37,Blue
mph,91,Purple
mpi,68,Purple
mpj,87,Black
mpk,46,Green
mpl,29,Black
mpm,5,Turquoise
mpn,0,Pink
mpo,20,Green
mpp,4,White
mpq,66,Cyan
mpr,35,Yellow
mps,57,Pink
mpt,49,Black
mpu,84,Orange
mpv,40,Brown
mpw,68,Blue
mpx,26,Brown
mpy,5,Orange
mpz,52,Yellow
mqa,23,Cyan
mqb,19,White
mqc,4,Gray
mqd,18,Black
mqe,2,Blue
mqf,37,Green
mqg,96,Orange
mqh,85,Red
mqi,17,Magenta
mqj,2,Black
mqk,67,Green
mql,96,Brown
mqm,82,Blue
mqn,62,Cyan
mqo,65,Turquoise
mqp,68,Black
mqq,68,White
mqr,64,Purple
mqs,68,Gray
mqt,84,Purple
mqu,79,Lavender
mqv,74,Gray
mqw,89,Lavender
mqx,69,Brown
mqy,36,Purple
mqz,55,Yellow
mra,51,White
mrb,69,Blue
mrc,32,Black
mrd,88,Red
mre,97,Turquoise
mrf,59,Green
mrg,85,Turquoise
mrh,76,Orange
mri,55,Purple
mrj,62,Purple
mrk,68,Red
mrl,95,Magenta
mrm,62,Gray
mrn,45,Cyan
mro,8,Yellow
mrp,99,Blue
mrq,53,Brown
mrr,88,Yellow
mrs,57,Purple
mrt,46,Orange
mru,54,Black
mrv,95,Black
mrw,61,Blue
mrx,19,Gray
mry,31,Lavender
mrz,47,Purple
msa,4,Brown
msb,26,Purple
msc,16,Turquoise
msd,11,Red
mse,10,Magenta
msf,44,Lavender
msg,53,Green
msh,51,Lavender
msi,33,Lavender
msj,75,Black
msk,15,Cyan
msl,54,Blue
msm,31,Black
msn,91,Purple
mso,29,White
msp,90,Orange
msq,65,Magenta
msr,44,Red
mss,69,Purple
mst,69,Lavender
msu,84,Yellow
msv,40,Blue
msw,71,Pink
msx,50,Purple
msy,34,White
msz,7,Turquoise
mta,83,Yellow
mtb,31,Lavender
mtc,84,Brown
mtd,79,Red
mte,25,White
mtf,20,Pink
mtg,50,Black
mth,22,Red
mti,54,Cyan
mtj,0,Green
mtk,60,Blue
mtl,65,Blue
mtm,47,Lavender
mtn,61,Turquoise
mto,88,White
mtp,50,Lavender
mtq,8,Green
mtr,25,Orange
mts,41,Magenta
mtt,29,Yellow
mtu,14,Orange
mtv,83,Cyan
mtw,57,Lavender
mtx,89,Purple
mty,93,Green
mtz,57,Brown
mua,73,Black
mub,67,Brown
muc,18,Purple
mud,21,Yellow
mue,80,Orange
muf,54,Blue
mug,51,Orange
muh,74,Turquoise
mui,88,Blue
muj,7,Black
muk,38,Red
mul,35,Turquoise
mum,65,Cyan
mun,99,Gray
muo,57,Pink
mup,12,Magenta
muq,90,Yellow
mur,22,Blue
mus,86,Gray
mut,11,Magenta
muu,34,Magenta
muv,89,Turquoise
muw,31,Magenta
mux,49,Brown
muy,8,Green
muz,33,Cyan
mva,43,White
mvb,85,Green
mvc,63,Pink
mvd,64,Green
mve,33,Yellow
mvf,54,Magenta
mvg,64,Lavender
mvh,12,Green
mvi,44,Green
mvj,93,Pink
mvk,74,Orange
mvl,43,Pink
mvm,18,Magenta
mvn,8,Green
mvo,68,Yellow
mvp,31,Pink
mvq,54,Lavender
mvr,34,Red
mvs,14,White
mvt,62,Black
mvu,62,Black
mvv,47,Black
mvw,9,Blue
mvx,78,Purple
mvy,98,Cyan
mvz,41,Red
mwa,12,Magenta
mwb,82,Orange
mwc,14,Blue
mwd,14,Blue
mwe,80,Brown
mwf,97,Orange
mwg,95,Red
mwh,73,White
mwi,3,Purple
mwj,11,Blue
mwk,5,Cyan
mwl,36,Red
mwm,14,Gray
mwn,99,Black
mwo,39,Green
mwp,20,Pink
mwq,84,Brown
mwr,36,Orange
mws,33,Gray
mwt,93,Magenta
mwu,59,Green
mwv,79,Lavender
mww,48,Turquoise
mwx,7,Red
mwy,20,Purple
mwz,1,Gray
mxa,84,Yellow
mxb,79,Cyan
mxc,38,Purple
mxd,7,Brown
mxe,38,Green
mxf,57,Gray
mxg,81,Magenta
mxh,30,Black
mxi,10,Pink
mxj,33,Blue
mxk,39,Green
mxl,2,White
mxm,21,Lavender
mxn,74,Magenta
mxo,53,Green
mxp,61,Black
mxq,68,Purple
mxr,40,Gray
mxs,28,Cyan
mxt,34,Magenta
mxu,85,Brown
mxv,46,Magenta
mxw,39,Green
mxx,14,Pink
mxy,79,Cyan
mxz,37,Purple
mya,93,Red
myb,83,Black
myc,47,Cyan
myd,91,Orange
mye,46,Purple
myf,17,Green
myg,17,Cyan
myh,14,Orange
myi,29,Black
myj,74,Purple
myk,77,Green
myl,16,Red
mym,74,White
myn,31,Yellow
myo,11,Gray
myp,42,Purple
myq,55,Black
myr,61,Pink
mys,17,Gray
myt,86,Red
myu,77,Green
myv,44,Gray
myw,95,Brown
myx,15,Gray
myy,40,Cyan
myz,36,Orange
mza,58,Green
mzb,26,Lavender
mzc,77,Black
mzd,94,Cyan
mze,71,Magenta
mzf,83,Green
mzg,90,Green
mzh,36,Gray
mzi,66,Orange
mzj,93,Pink
mzk,77,Turquoise
mzl,40,Magenta
mzm,75,Green
mzn,39,Brown
mzo,5,Black
mzp,11,Pink
mzq,43,Cyan
mzr,25,Yellow
mzs,50,Gray
mzt,52,Magenta
mzu,84,Turquoise
mzv,85,Cyan
mzw,23,Red
mzx,1,Green
mzy,2,Gray
mzz,60,Pink
naa,46,Magenta
nab,29,Magenta
nac,8,Purple
nad,18,Gray
nae,2,Magenta
naf,73,Lavender
nag,42,Purple
nah,13,Green
nai,22,Gray
naj,81,Yellow
nak,20,Blue
nal,95,Pink
nam,63,Cyan
nan,94,Cyan
nao,23,Lavender
nap,37,Red
naq,30,Orange
nar,70,Red
nas,83,Magenta
nat,8,Gray
nau,44,Pink
nav,45,Purple
naw,19,Pink
nax,61,Yellow
nay,80,Turquoise
naz,96,Gray
nba,13,Blue
nbb,58,Red
nbc,95,Lavender
nbd,47,Orange
nbe,81,Lavender
nbf,12,Magenta
nbg,23,Orange
nbh,16,Turquoise
nbi,41,Orange
nbj,80,Blue
nbk,33,Red
nbl,21,Blue
nbm,94,Lavender
nbn,59,Magenta
nbo,49,Blue
nbp,31,Lavender
nbq,19,Magenta
nbr,41,Purple
nbs,68,Purple
nbt,66,Black
nbu,34,Black
nbv,74,Red
nbw,44,Brown
nbx,97,Blue
nby,68,Lavender
nbz,70,Gray
nca,96,Blue
ncb,3,Orange
ncc,60,White
ncd,25,Gray
nce,33,Green
ncf,34,Gray
ncg,61,Red
nch,89,Green
nci,31,Yellow
ncj,45,Cyan
nck,8,Yellow
ncl,93,Black
ncm,69,Purple
ncn,71,Brown
nco,3,Pink
ncp,30,Gray
ncq,47,Orange
ncr,8,Pink
ncs,61,Green
nct,58,Yellow
ncu,81,Red
ncv,30,Purple
ncw,68,Orange
ncx,78,Lavender
ncy,36,Purple
ncz,59,Yellow
nda,75,Orange
ndb,61,Red
ndc,68,Magenta
ndd,45,Green
nde,98,Brown
ndf,52,Brown
ndg,100,White
ndh,81,Orange
ndi,15,Gray
ndj,39,Black
ndk,77,Black
ndl,6,Pink
ndm,71,Turquoise
ndn,5,Brown
ndo,56,Blue
ndp,71,Pink
ndq,31,Lavender
ndr,29,Black
nds,21,Gray
ndt,72,Cyan
ndu,30,Turquoise
ndv,6,Orange
ndw,1,Brown
ndx,48,Gray
ndy,97,Magenta
ndz,18,Turquoise
nea,45,Gray
neb,32,Yellow
nec,37,Yellow
ned,100,Black
nee,91,Cyan
nef,87,Gray
neg,59,Black
neh,92,Lavender
nei,85,Red
nej,60,Cyan
nek,25,White
nel,78,Yellow
nem,34,Turquoise
nen,1,Orange
neo,86,Turquoise
nep,54,Lavender
neq,36,Gray
ner,8,Lavender
nes,64,Orange
net,54,Yellow
neu,95,Cyan
nev,91,Blue
new,1,Turquoise
nex,39,Lavender
ney,94,Black
nez,73,Magenta
nfa,59,Blue
nfb,44,Red
nfc,90,White
nfd,71,Pink
nfe,13,Gray
nff,30,Orange
nfg,12,Pink
nfh,38,Red
nfi,93,Pink
nfj,92,Cyan
nfk,31,Cyan
nfl,49,White
nfm,86,Blue
nfn,31,Gray
nfo,63,Black
nfp,43,Turquoise
nfq,52,Black
nfr,100,Pink
nfs,75,Pink
nft,52,Yellow
nfu,23,Gray
nfv,73,Blue
nfw,72,Brown
nfx,13,Pink
nfy,52,Lavender
nfz,29,Turquoise
nga,11,Yellow
ngb,95,Blue
ngc,76,Purple
ngd,89,Orange
nge,86,White
ngf,11,Red
ngg,27,Orange
ngh,78,Lavender
ngi,21,Lavender
ngj,41,Magenta
ngk,5,Cyan
ngl,7,Orange
ngm,21,Cyan
ngn,84,Magenta
ngo,38,Black
ngp,13,Pink
ngq,7,Orange
ngr,19,White
ngs,72,Magenta
ngt,29,Green
ngu,33,Brown
ngv,51,White
ngw,59,Lavender
ngx,36,Magenta
ngy,5,Pink
ngz,27,Gray
nha,3,Yellow
nhb,79,Gray
nhc,44,Blue
nhd,97,Gray
nhe,97,Green
nhf,63,Magenta
nhg,64,Blue
nhh,23,Green
nhi,52,Blue
nhj,58,Green
nhk,9,Black
nhl,32,Gray
nhm,50,Red
nhn,86,Purple
nho,55,Yellow
nhp,25,Green
nhq,89,Blue
nhr,52,Lavender
nhs,2,Orange
nht,82,Red
nhu,50,Purple
nhv,13,Orange
nhw,89,Red
nhx,38,Purple
nhy,54,Gray
nhz,19,Gray
nia,71,Cyan
nib,36,Lavender
nic,89,Green
nid,35,Yellow
nie,71,Green
nif,29,Turquoise
nig,45,Orange
nih,46,Orange
nii,17,Yellow
nij,7,Yellow
nik,8,Green
nil,92,Magenta
nim,84,Lavender
nin,27,Purple
nio,21,Magenta
nip,33,Black
niq,22,Purple
nir,30,Black
nis,11,Yellow
nit,16,Brown
niu,33,Lavender
niv,24,Gray
niw,2,Gray
nix,68,Magenta
niy,57,Gray
niz,100,Brown
nja,13,Magenta
njb,88,Turquoise
njc,69,Orange
njd,19,Red
nje,66,Pink
njf,64,White
njg,99,White
njh,100,White
nji,58,Gray
njj,85,Black
njk,37,White
njl,49,Pink
njm,92,Pink
njn,10,Turquoise
njo,25,Magenta
njp,0,Orange
njq,94,Blue
njr,7,Magenta
njs,5,Turquoise
njt,6,Brown
nju,88,White
njv,94,Black
njw,79,Gray
njx,60,Green
njy,98,White
njz,0,White
nka,24,Blue
nkb,29,Green
nkc,88,Pink
nkd,21,Turquoise
nke,89,Black
nkf,97,Orange
nkg,31,Magenta
nkh,18,Cyan
nki,26,Blue
nkj,40,Brown
nkk,40,Purple
nkl,73,Brown
nkm,2,Brown
nkn,30,Turquoise
nko,40,Purple
nkp,45,Purple
nkq,35,Red
nkr,78,Brown
nks,30,Brown
nkt,70,Green
nku,37,Cyan
nkv,88,Green
nkw,16,Brown
nkx,63,Purple
nky,25,Blue
nkz,38,Red
nla,65,White
nlb,84,Black
nlc,72,White
nld,12,Green
nle,11,Blue
nlf,36,White
nlg,5,Gray
nlh,43,Orange
nli,18,Yellow
nlj,73,Black
nlk,61,Red
nll,100,Red
nlm,98,Turquoise
nln,68,Purple
nlo,97,Pink
nlp,32,Gray
nlq,47,Purple
nlr,51,Magenta
nls,94,Orange
nlt,16,Magenta
nlu,46,Lavender
nlv,54,Lavender
nlw,92,Turquoise
nlx,17,Blue
nly,85,Brown
nlz,0,Turquoise
nma,98,White
nmb,34,Turquoise
nmc,59,Cyan
nmd,5,Cyan
nme,62,Cyan
nmf,92,Black
nmg,80,Lavender
nmh,90,Orange
nmi,42,Magenta
nmj,67,Pink
nmk,99,White
nml,93,Purple
nmm,32,Yellow
nmn,8,Pink
nmo,77,Cyan
nmp,91,Green
nmq,97,Black
nmr,2,White
nms,93,Orange
nmt,41,Cyan
nmu,8,Cyan
nmv,73,Black
nmw,86,Turquoise
nmx,21,Brown
nmy,84,Turquoise
nmz,10,Gray
nna,14,Magenta
nnb,97,Turquoise
nnc,90,Yellow
nnd,17,Purple
nne,80,Red
nnf,20,Magenta
nng,79,Magenta
nnh,86,Yellow
nni,62,Magenta
nnj,38,Gray
nnk,19,Green
nnl,27,Turquoise
nnm,62,Purple
nnn,50,Turquoise
nno,38,Cyan
nnp,56,Blue
nnq,38,Yellow
nnr,31,Lavender
nns,52,Brown
nnt,65,Brown
nnu,80,Turquoise
nnv,44,Blue
nnw,78,Pink
nnx,1,White
nny,68,Magenta
nnz,100,Orange
noa,44,White
nob,0,Black
noc,32,Red
nod,85,White
noe,76,Cyan
nof,49,Magenta
nog,87,Black
noh,83,Gray
noi,78,Green
noj,87,Orange
nok,84,Orange
nol,56,Brown
nom,71,Blue
non,14,Pink
noo,3,Green
nop,86,White
noq,15,Yellow
nor,59,Gray
nos,44,Blue
not,94,Turquoise
nou,18,Blue
nov,65,Lavender
now,9,Purple
nox,25,Pink
noy,75,Pink
noz,47,Orange
npa,51,Red
npb,23,Purple
npc,100,Lavender
npd,94,Black
npe,49,Black
npf,23,Red
npg,77,Cyan
nph,50,Magenta
npi,34,Blue
npj,24,Green
npk,66,Pink
npl,8,Magenta
npm,93,Brown
npn,37,Yellow
npo,0,Black
npp,35,Magenta
npq,59,Blue
npr,3,Purple
nps,80,Red
npt,63,Green
npu,92,Turquoise
npv,62,Gray
npw,49,Purple
npx,83,Orange
npy,67,White
npz,41,Green
nqa,96,Orange
nqb,5,Yellow
nqc,49,Black
nqd,16,Turquoise
nqe,46,Black
nqf,28,Cyan
nqg,49,Black
nqh,22,Red
nqi,12,Yellow
nqj,10,Magenta
nqk,94,Orange
nql,42,Brown
nqm,96,Cyan
nqn,77,Black
nqo,95,Purple
nqp,32,Orange
nqq,62,Pink
nqr,62,Purple
nqs,47,Magenta
nqt,1,Blue
nqu,37,Gray
nqv,56,Turquoise
nqw,26,Red
nqx,86,Lavender
nqy,37,Turquoise
nqz,48,Green
nra,45,Magenta
nrb,27,Cyan
nrc,83,Green
nrd,14,Lavender
nre,12,Pink
nrf,99,Purple
nrg,32,Black
nrh,55,Gray
nri,88,Blue
nrj,6,Brown
nrk,16,Gray
nrl,86,Lavender
nrm,64,Pink
nrn,51,Turquoise
nro,93,Lavender
nrp,44,Purple
nrq,72,Blue
nrr,93,Purple
nrs,39,Magenta
nrt,31,Black
nru,78,Turquoise
nrv,15,Brown
nrw,74,Lavender
nrx,64,Pink
nry,41,Yellow
nrz,32,Blue
nsa,0,Red
nsb,10,Gray
nsc,91,Pink
nsd,85,Gray
nse,85,Lavender
nsf,54,Cyan
nsg,93,Yellow
nsh,59,Yellow
nsi,84,Black
nsj,85,Blue
nsk,53,Turquoise
nsl,59,Orange
nsm,0,Orange
nsn,95,Green
nso,53,Brown
nsp,81,Yellow
nsq,48,Cyan
nsr,33,Orange
nss,74,White
nst,35,Orange
nsu,26,Gray
nsv,87,Green
nsw,54,Black
nsx,5,White
nsy,82,Magenta
nsz,30,Pink
nta,28,White
ntb,76,White
ntc,64,Green
ntd,85,Brown
nte,65,Green
ntf,4,Turquoise
ntg,65,Orange
nth,56,Turquoise
nti,56,Gray
ntj,4,Yellow
ntk,82,Magenta
ntl,50,Gray
ntm,92,Purple
ntn,62,Magenta
nto,44,Red
ntp,83,Green
ntq,59,Black
ntr,97,Red
nts,68,Turquoise
ntt,31,Green
ntu,7,Red
ntv,16,Cyan
ntw,36,Lavender
ntx,45,White
nty,46,Yellow
ntz,68,Cyan
nua,74,Brown
nub,45,Lavender
nuc,49,Turquoise
nud,98,Orange
nue,54,Pink
nuf,19,Turquoise
nug,74,White
nuh,19,Green
nui,57,Black
nuj,2,Magenta
nuk,9,Magenta
nul,49,Lavender
num,84,Red
nun,22,Red
nuo,94,Purple
nup,64,Magenta
nuq,37,Gray
nur,32,Black
nus,63,Turquoise
nut,16,Brown
nuu,25,Magenta
nuv,71,Orange
nuw,6,White
nux,94,Yellow
nuy,44,Gray
nuz,19,Turquoise
nva,42,Magenta
nvb,64,Yellow
nvc,56,Pink
nvd,19,Turquoise
nve,76,Orange
nvf,98,Blue
nvg,92,Brown
nvh,58,Yellow
nvi,85,Turquoise
nvj,84,Red
nvk,39,Turquoise
nvl,85,Brown
nvm,49,Lavender
nvn,6,Pink
nvo,91,Pink
nvp,34,Turquoise
nvq,13,Turquoise
nvr,22,Blue
nvs,2,Green
nvt,42,Red
nvu,87,Purple
nvv,11,White
nvw,90,Green
nvx,91,White
nvy,17,Green
nvz,72,Green
nwa,54,Pink
nwb,53,Purple
nwc,71,Cyan
nwd,62,Gray
nwe,38,Black
nwf,20,Yellow
nwg,3,Magenta
nwh,98,Orange
nwi,42,Purple
nwj,86,Gray
nwk,26,Green
nwl,83,Orange
nwm,13,Pink
nwn,92,Red
nwo,63,Cyan
nwp,95,Magenta
nwq,16,Cyan
nwr,11,Yellow
nws,61,Pink
nwt,18,Pink
nwu,96,Green
nwv,0,Gray
nww,96,Lavender
nwx,7,Turquoise
nwy,62,Brown
nwz,25,Purple
nxa,60,Red
nxb,96,Green
nxc,23,Brown
nxd,81,Purple
nxe,22,Purple
nxf,0,Red
nxg,39,Turquoise
nxh,18,White
nxi,26,Magenta
nxj,28,Blue
nxk,35,Orange
nxl,74,Yellow
nxm,19,Turquoise
nxn,15,White
nxo,59,Blue
nxp,30,Black
nxq,43,Gray
nxr,81,Cyan
nxs,39,Magenta
nxt,45,Red
nxu,30,Turquoise
nxv,45,Purple
nxw,19,White
nxx,24,Magenta
nxy,33,Pink
nxz,30,Purple
nya,59,Red
nyb,57,Blue
nyc,80,Red
nyd,52,White
nye,51,Cyan
nyf,42,White
