Letter,Number,Color
mio,36,Magenta
mip,40,Brown
miq,97,Cyan
mir,70,Turquoise
mis,25,Black
mit,95,Gray
miu,98,Gray
miv,36,Lavender
miw,31,Yellow
mix,85,Pink
miy,37,Black
miz,97,Green
mja,16,Lavender
mjb,27,Red
mjc,86,Cyan
mjd,3,White
mje,32,Black
mjf,69,Black
mjg,55,Blue
mjh,22,Green
mji,1,Green
mjj,29,Green
mjk,95,White
mjl,66,Gray
mjm,73,Black
mjn,67,Magenta
mjo,93,Red
mjp,23,Turquoise
mjq,57,Purple
mjr,28,Magenta
mjs,97,Red
mjt,62,Turquoise
mju,93,Black
mjv,43,Green
mjw,63,White
mjx,74,Orange
mjy,24,Cyan
mjz,49,White
mka,8,Turquoise
mkb,25,White
mkc,24,Cyan
mkd,72,Green
mke,60,Green
mkf,93,White
mkg,9,Yellow
mkh,64,Red
mki,9,White
mkj,38,Brown
mkk,76,Orange
mkl,32,Cyan
mkm,71,Black
mkn,60,Brown
mko,62,Lavender
mkp,6,Magenta
mkq,5,Lavender
mkr,74,Red
mks,47,Purple
mkt,77,Lavender
mku,80,Yellow
mkv,42,Black
mkw,85,Black
mkx,68,Turquoise
mky,48,Turquoise
mkz,52,Yellow
mla,6,Black
mlb,27,Yellow
mlc,1,Purple
mld,74,Red
mle,8,Pink
mlf,21,Pink
mlg,50,Cyan
mlh,10,White
mli,23,Cyan
mlj,59,Brown
mlk,76,Black
mll,30,Lavender
mlm,75,Magenta
mln,85,Blue
mlo,8,Cyan
mlp,81,Red
mlq,82,White
mlr,92,White
mls,83,Orange
mlt,1,Gray
mlu,73,Yellow
mlv,70,White
mlw,35,White
mlx,92,Gray
mly,80,Blue
mlz,44,White
mma,46,Orange
mmb,7,Lavender
mmc,79,Red
mmd,65,White
mme,59,Red
mmf,35,Brown
mmg,65,Magenta
mmh,81,Brown
mmi,74,Gray
mmj,4,Green
mmk,83,Yellow
mml,88,Red
mmm,47,Brown
mmn,1,Blue
mmo,32,Orange
mmp,66,Purple
mmq,33,Purple
mmr,21,Lavender
mms,96,Black
mmt,23,Red
mmu,73,Magenta
mmv,52,Orange
mmw,82,Green
mmx,40,White
mmy,70,Yellow
mmz,9,Lavender
mna,30,Pink
mnb,41,Green
mnc,71,Orange
mnd,63,Yellow
mne,81,Pink
mnf,17,Lavender
mng,14,Lavender
mnh,41,Magenta
mni,46,Magenta
mnj,36,Purple
mnk,76,Brown
mnl,23,Cyan
mnm,36,Yellow
mnn,92,Pink
mno,75,Pink
mnp,99,Cyan
mnq,91,Lavender
mnr,43,Black
mns,72,Lavender
mnt,90,Orange
mnu,16,Black
mnv,48,Turquoise
mnw,6,Gray
mnx,46,Green
mny,89,Purple
mnz,1,Black
moa,45,Orange
mob,42,Turquoise
moc,13,Purple
mod,62,Brown
moe,21,Blue
mof,81,Gray
mog,76,Lavender
moh,78,White
moi,12,Pink
moj,87,Cyan
mok,52,Yellow
mol,52,Pink
mom,2,Purple
mon,51,Lavender
moo,94,Pink
mop,60,Brown
moq,13,White
mor,19,Blue
mos,91,Gray
mot,83,Purple
mou,77,Lavender
mov,48,Orange
mow,56,Purple
mox,62,White
moy,91,White
moz,89,Cyan
mpa,98,Pink
mpb,96,Cyan
mpc,68,Gray
mpd,75,Pink
mpe,95,Orange
mpf,19,Yellow
mpg,12,Lavender
mph,73,Green
mpi,59,Gray
mpj,55,Orange
mpk,84,White
mpl,29,Green
mpm,50,Turquoise
mpn,48,Pink
mpo,55,Orange
mpp,7,Purple
mpq,91,Pink
mpr,17,Lavender
mps,98,Orange
mpt,74,Black
mpu,81,Brown
mpv,57,Pink
mpw,10,Gray
mpx,64,Magenta
mpy,85,Turquoise
mpz,19,Black
mqa,55,Orange
mqb,10,Cyan
mqc,75,Turquoise
mqd,68,Orange
mqe,98,Green
mqf,44,White
mqg,94,Green
mqh,7,Purple
mqi,32,Gray
mqj,79,Cyan
mqk,66,Turquoise
mql,53,Turquoise
mqm,53,Red
mqn,64,Purple
mqo,28,Gray
mqp,80,Lavender
mqq,85,Black
mqr,44,Magenta
mqs,73,Lavender
mqt,50,Magenta
mqu,22,Blue
mqv,100,White
mqw,32,White
mqx,12,Black
mqy,68,Green
mqz,45,White
mra,98,Gray
mrb,40,Orange
mrc,56,Yellow
mrd,77,Lavender
mre,52,Red
mrf,42,Yellow
mrg,45,Black
mrh,85,Gray
mri,59,Pink
mrj,1,Turquoise
mrk,95,White
mrl,26,Brown
mrm,4,Cyan
mrn,73,Lavender
mro,100,Purple
mrp,18,Magenta
mrq,48,Purple
mrr,1,Orange
mrs,18,Blue
mrt,91,Turquoise
mru,70,Gray
mrv,79,Blue
mrw,4,Gray
mrx,59,Purple
mry,86,Yellow
mrz,43,Red
msa,68,Red
msb,32,Green
msc,86,Gray
msd,4,Lavender
mse,67,Magenta
msf,27,Turquoise
msg,18,Green
msh,44,Lavender
msi,38,Yellow
msj,31,Magenta
msk,58,Magenta
msl,51,Black
msm,52,Pink
msn,25,Turquoise
mso,81,Blue
msp,25,Cyan
msq,60,Green
msr,97,Lavender
mss,93,Blue
mst,38,Lavender
msu,85,Lavender
msv,40,Gray
msw,23,Red
msx,30,Magenta
msy,7,Orange
msz,58,Orange
mta,10,Magenta
mtb,78,Gray
mtc,33,White
mtd,63,Blue
mte,61,Green
mtf,14,Cyan
mtg,56,Black
mth,32,Turquoise
mti,44,Purple
mtj,62,Orange
mtk,32,Yellow
mtl,13,Black
mtm,11,Turquoise
mtn,42,Green
mto,44,Orange
mtp,75,Orange
mtq,30,Cyan
mtr,6,Blue
mts,57,Orange
mtt,19,Cyan
mtu,40,Black
mtv,72,Pink
mtw,23,Green
mtx,40,Turquoise
mty,22,Cyan
mtz,61,Green
mua,88,Turquoise
mub,57,Blue
muc,25,Lavender
mud,26,Gray
mue,0,Gray
muf,63,Brown
mug,38,Blue
muh,56,Magenta
mui,2,Purple
muj,6,Lavender
muk,25,Red
mul,8,Green
mum,37,Cyan
mun,1,Green
muo,38,Magenta
mup,88,Purple
muq,35,Gray
mur,2,Magenta
mus,97,Black
mut,8,White
muu,59,Red
muv,1,Turquoise
muw,56,Pink
mux,74,Turquoise
muy,47,Yellow
muz,55,Orange
mva,52,Cyan
mvb,81,Brown
mvc,29,Purple
mvd,76,Orange
mve,7,Black
mvf,16,Blue
mvg,78,Gray
mvh,94,Purple
mvi,30,Black
mvj,31,Black
mvk,56,Black
mvl,81,Lavender
mvm,87,Purple
mvn,68,Red
mvo,11,Brown
mvp,48,Green
mvq,34,Green
mvr,99,Black
mvs,80,Red
mvt,76,Green
mvu,9,Turquoise
mvv,12,Yellow
mvw,25,Yellow
mvx,11,Magenta
mvy,51,Lavender
mvz,42,Black
mwa,52,Pink
mwb,90,Black
mwc,66,Red
mwd,20,Cyan
mwe,66,Turquoise
mwf,96,Orange
mwg,89,Pink
mwh,10,Green
mwi,48,Red
mwj,1,Yellow
mwk,66,White
mwl,13,Pink
mwm,98,Brown
mwn,53,Black
mwo,81,Red
mwp,89,White
mwq,74,Magenta
mwr,34,Blue
mws,45,Yellow
mwt,56,Cyan
mwu,18,Black
mwv,81,Orange
mww,64,Black
mwx,84,Magenta
mwy,41,Brown
mwz,60,Lavender
mxa,14,Lavender
mxb,72,Blue
mxc,52,White
mxd,27,Brown
mxe,36,Brown
mxf,64,Orange
mxg,19,Red
mxh,34,Blue
mxi,81,Gray
mxj,20,Green
mxk,64,Blue
mxl,59,Green
mxm,47,Green
mxn,45,Orange
mxo,18,Orange
mxp,61,Green
mxq,3,Turquoise
mxr,9,Yellow
mxs,35,Magenta
mxt,42,Lavender
mxu,22,Lavender
mxv,85,Yellow
mxw,94,Green
mxx,63,Red
mxy,42,Brown
mxz,86,Yellow
mya,87,Lavender
myb,88,Red
myc,31,Red
myd,10,Orange
mye,59,Turquoise
myf,5,Yellow
myg,93,Pink
myh,24,Brown
myi,38,Green
myj,92,Gray
myk,40,Turquoise
myl,18,Orange
mym,37,White
myn,6,Brown
myo,32,Green
myp,76,Red
myq,18,Black
myr,27,Yellow
mys,88,Yellow
myt,61,Magenta
myu,98,Cyan
myv,24,Lavender
myw,59,Magenta
myx,49,Blue
myy,56,Turquoise
myz,25,Green
mza,45,Green
mzb,49,Black
mzc,52,Red
mzd,83,Red
mze,67,White
mzf,3,Green
mzg,84,Pink
mzh,67,Gray
mzi,48,Lavender
mzj,86,Cyan
mzk,50,Magenta
mzl,81,Magenta
mzm,17,Turquoise
mzn,27,White
mzo,46,Magenta
mzp,26,Green
mzq,22,Turquoise
mzr,33,Lavender
mzs,41,Turquoise
mzt,0,White
mzu,10,White
mzv,9,Brown
mzw,78,Blue
mzx,39,Yellow
mzy,53,Magenta
mzz,3,Brown
naa,72,Yellow
nab,86,Magenta
nac,64,Orange
nad,45,Purple
nae,54,Yellow
naf,49,Brown
nag,59,Brown
nah,59,Cyan
nai,2,Yellow
naj,23,Red
nak,100,Green
nal,22,Lavender
nam,51,Gray
nan,29,Yellow
nao,8,Turquoise
nap,5,Purple
naq,86,Cyan
nar,91,Purple
nas,40,Gray
nat,23,Lavender
nau,4,Turquoise
nav,22,Lavender
naw,5,Black
nax,57,White
nay,31,Pink
naz,31,Pink
nba,3,Cyan
nbb,30,Red
nbc,68,Red
nbd,69,Green
nbe,93,Magenta
nbf,20,Turquoise
nbg,70,Black
nbh,49,Cyan
nbi,11,Gray
nbj,92,Lavender
nbk,19,Pink
nbl,71,Pink
nbm,64,Black
nbn,33,Blue
nbo,11,Purple
nbp,48,Turquoise
nbq,39,Blue
nbr,78,White
nbs,73,Pink
nbt,2,Black
nbu,51,Cyan
nbv,8,Yellow
nbw,13,Brown
nbx,0,Black
nby,41,Turquoise
nbz,17,White
nca,28,Blue
ncb,10,Black
ncc,88,Magenta
ncd,80,Brown
nce,62,Brown
ncf,74,Yellow
ncg,32,Yellow
nch,85,Black
nci,90,Orange
ncj,41,Purple
nck,71,Red
ncl,50,Black
ncm,10,Lavender
ncn,75,Blue
nco,45,Orange
ncp,58,Magenta
ncq,81,Lavender
ncr,46,Orange
ncs,50,Cyan
nct,78,Brown
ncu,82,Pink
ncv,68,Lavender
ncw,99,Pink
ncx,16,Purple
ncy,11,Turquoise
ncz,91,Cyan
nda,26,Turquoise
ndb,52,Lavender
ndc,40,Purple
ndd,7,Black
nde,22,Blue
ndf,44,Yellow
ndg,13,Brown
ndh,95,Turquoise
ndi,15,Orange
ndj,31,Brown
ndk,6,Gray
ndl,33,Cyan
ndm,2,Yellow
ndn,27,Gray
ndo,90,Cyan
ndp,25,Cyan
ndq,45,Magenta
ndr,57,White
nds,77,Yellow
ndt,88,Brown
ndu,76,Yellow
ndv,10,White
ndw,99,Magenta
ndx,8,Gray
ndy,7,Black
ndz,32,Orange
nea,41,Blue
neb,64,Magenta
nec,69,Magenta
ned,89,Orange
nee,7,Pink
nef,78,Pink
neg,16,Red
neh,3,Turquoise
nei,69,Brown
nej,51,Purple
nek,21,Green
nel,87,Cyan
nem,11,White
nen,86,Lavender
neo,70,Purple
nep,30,Green
neq,86,Magenta
ner,87,Lavender
nes,0,Brown
net,74,Gray
neu,30,Magenta
nev,12,Turquoise
new,96,Cyan
nex,27,White
ney,7,Red
nez,16,Purple
nfa,14,Green
nfb,21,Blue
nfc,16,Green
nfd,52,Yellow
nfe,71,Brown
nff,3,Gray
nfg,29,Blue
nfh,13,Turquoise
nfi,16,Brown
nfj,84,Red
nfk,69,Magenta
nfl,38,Brown
nfm,67,Magenta
nfn,10,Red
nfo,85,Blue
nfp,47,Orange
nfq,31,Brown
nfr,91,Brown
nfs,73,Lavender
nft,6,Brown
nfu,8,Brown
nfv,73,White
nfw,63,Black
nfx,2,Magenta
nfy,81,Green
nfz,16,Black
nga,56,White
ngb,87,Red
ngc,11,Orange
ngd,82,Purple
nge,46,Orange
ngf,6,Black
ngg,28,Orange
ngh,64,Red
ngi,61,Black
ngj,94,Magenta
ngk,40,Pink
ngl,12,Turquoise
ngm,44,Magenta
ngn,99,Brown
ngo,22,Gray
ngp,99,Green
ngq,62,Yellow
ngr,91,Magenta
ngs,7,Black
ngt,47,Yellow
ngu,21,Pink
ngv,93,Purple
ngw,11,Turquoise
ngx,9,Red
ngy,27,Pink
ngz,80,Pink
nha,36,Black
nhb,81,Magenta
nhc,98,Purple
nhd,41,Magenta
nhe,6,Pink
nhf,20,Purple
nhg,100,Yellow
nhh,33,Black
nhi,20,Lavender
nhj,15,Yellow
nhk,49,Blue
nhl,3,Yellow
nhm,59,Purple
nhn,16,Gray
nho,50,Gray
nhp,70,White
nhq,61,Turquoise
nhr,42,Blue
nhs,58,White
nht,15,White
nhu,38,Purple
nhv,7,Blue
nhw,45,White
nhx,51,Black
nhy,13,Magenta
nhz,94,Yellow
nia,35,Pink
nib,8,Magenta
nic,51,Green
nid,38,Gray
nie,64,Black
nif,66,Green
nig,28,Purple
nih,6,Orange
nii,80,Gray
nij,14,Black
nik,18,Orange
nil,74,Turquoise
nim,20,Cyan
nin,23,Magenta
nio,51,Yellow
nip,74,Cyan
niq,18,Gray
nir,25,Turquoise
nis,28,Brown
nit,67,Pink
niu,56,Green
niv,27,Green
niw,37,Orange
nix,60,Pink
niy,68,Cyan
niz,17,Gray
nja,85,Green
njb,57,Yellow
njc,56,Lavender
njd,98,Lavender
nje,93,Purple
njf,8,Orange
njg,11,Purple
njh,17,Black
nji,43,White
njj,90,Turquoise
njk,64,Blue
njl,95,Blue
njm,48,Magenta
njn,94,Black
njo,68,Gray
njp,96,Cyan
njq,84,Magenta
njr,25,Green
njs,7,Magenta
njt,58,Black
nju,90,Orange
njv,95,Cyan
njw,87,Brown
njx,93,Pink
njy,65,Purple
njz,64,White
nka,0,Purple
nkb,74,Yellow
nkc,44,White
nkd,26,Cyan
nke,19,Magenta
nkf,4,Turquoise
nkg,53,Pink
nkh,15,Magenta
nki,2,Cyan
nkj,28,Magenta
nkk,77,Blue
nkl,37,Orange
nkm,97,Brown
nkn,52,Blue
nko,17,White
nkp,9,White
nkq,44,Gray
nkr,93,Black
nks,4,Yellow
nkt,58,Blue
nku,94,White
nkv,75,Red
nkw,31,Blue
nkx,2,Green
nky,70,Green
nkz,90,Gray
nla,40,Blue
nlb,21,Gray
nlc,70,Magenta
nld,14,Cyan
nle,21,Blue
nlf,86,Turquoise
nlg,90,Orange
nlh,60,Cyan
nli,58,Green
nlj,15,Purple
nlk,5,Gray
nll,84,Green
nlm,61,Brown
nln,25,Magenta
nlo,79,Orange
nlp,49,Turquoise
nlq,56,Magenta
nlr,95,Red
nls,72,Gray
nlt,87,Pink
nlu,98,Yellow
nlv,83,Pink
nlw,57,Purple
nlx,24,White
nly,11,Pink
nlz,19,Turquoise
nma,9,Cyan
nmb,52,Red
nmc,52,White
nmd,36,White
nme,7,Red
nmf,0,Magenta
nmg,86,White
nmh,30,Red
nmi,100,Yellow
nmj,4,Orange
nmk,100,White
nml,52,Gray
nmm,91,Lavender
nmn,59,White
nmo,34,Red
nmp,20,Magenta
nmq,24,Lavender
nmr,53,Yellow
nms,4,Pink
nmt,93,Pink
nmu,92,Purple
nmv,79,Orange
nmw,51,Red
nmx,80,Yellow
nmy,45,Black
nmz,79,Pink
nna,76,Green
nnb,6,Cyan
nnc,80,Yellow
nnd,60,Brown
nne,63,Gray
nnf,100,Lavender
nng,4,Magenta
nnh,63,Blue
nni,88,Pink
nnj,81,Magenta
nnk,59,Cyan
nnl,62,Brown
nnm,84,Purple
nnn,83,Purple
nno,96,Gray
nnp,20,Red
nnq,25,Brown
nnr,33,White
nns,11,Blue
nnt,93,White
nnu,47,Gray
nnv,76,Purple
nnw,6,Gray
nnx,56,Red
nny,68,Green
nnz,97,Cyan
noa,49,Turquoise
nob,47,Pink
noc,90,Purple
nod,7,Green
noe,56,Pink
nof,35,Red
nog,26,Green
noh,79,Brown
noi,2,Black
noj,41,Black
nok,85,Purple
nol,62,Blue
nom,86,Purple
non,39,Black
noo,47,Blue
nop,6,Gray
noq,65,Lavender
nor,20,Blue
nos,13,White
not,44,Black
nou,46,Gray
nov,93,Magenta
now,70,Magenta
nox,30,Blue
noy,83,Blue
noz,95,Red
npa,65,Turquoise
npb,77,Black
npc,40,Cyan
npd,78,Brown
npe,37,Turquoise
npf,25,Blue
npg,51,White
nph,87,Gray
npi,41,Orange
npj,26,Red
npk,78,Orange
npl,20,Yellow
npm,19,Blue
npn,48,Brown
npo,23,Yellow
npp,57,Magenta
npq,82,Black
npr,26,Magenta
nps,92,Gray
npt,72,Magenta
npu,12,Gray
npv,11,Black
npw,100,Green
npx,75,Brown
npy,76,Yellow
npz,23,Black
nqa,51,Black
nqb,65,Gray
nqc,34,Orange
nqd,80,Turquoise
nqe,67,Yellow
nqf,43,Cyan
nqg,11,Cyan
nqh,92,Turquoise
nqi,66,Pink
nqj,16,Orange
nqk,20,Blue
nql,41,Yellow
nqm,11,Orange
nqn,57,Green
nqo,91,Lavender
nqp,59,Cyan
nqq,75,Blue
nqr,23,Green
nqs,89,White
nqt,76,Green
nqu,20,Yellow
nqv,33,Magenta
nqw,85,Red
nqx,59,Pink
nqy,91,Red
nqz,19,Brown
nra,11,Magenta
nrb,74,Orange
nrc,73,Cyan
nrd,3,Green
nre,5,Orange
nrf,99,Black
nrg,34,Red
nrh,96,Gray
nri,23,Pink
nrj,30,White
nrk,92,Red
nrl,80,Gray
nrm,58,Purple
nrn,2,Orange
nro,66,Black
nrp,49,Lavender
nrq,54,Brown
nrr,18,Black
nrs,89,Magenta
nrt,58,Cyan
nru,62,Pink
nrv,23,Lavender
nrw,71,Gray
nrx,58,Cyan
nry,100,Yellow
nrz,7,Gray
nsa,97,Gray
nsb,95,Pink
nsc,84,Red
nsd,22,Blue
nse,35,Gray
nsf,24,Red
nsg,26,Brown
nsh,78,Red
nsi,84,Magenta
nsj,4,Purple
nsk,84,Purple
nsl,52,Pink
nsm,90,White
nsn,85,Pink
nso,93,Turquoise
nsp,61,Pink
nsq,7,Black
nsr,96,Red
nss,86,Purple
nst,7,Blue
nsu,84,Turquoise
nsv,31,Orange
nsw,91,Pink
nsx,94,Yellow
nsy,22,Gray
nsz,60,Gray
nta,93,Pink
ntb,15,White
ntc,29,Orange
ntd,97,Black
nte,54,Pink
ntf,15,Brown
ntg,16,Brown
nth,25,Gray
nti,89,Cyan
ntj,37,Brown
ntk,64,Lavender
ntl,68,Blue
ntm,13,Cyan
ntn,26,Gray
nto,90,Gray
ntp,21,Gray
ntq,97,Turquoise
ntr,30,Orange
nts,9,Orange
ntt,60,Black
ntu,44,Gray
ntv,83,Cyan
ntw,5,Lavender
ntx,47,Brown
nty,30,Pink
ntz,50,Black
nua,25,White
nub,44,Gray
nuc,22,Green
nud,75,Orange
nue,15,Gray
nuf,95,Gray
nug,80,Gray
nuh,98,Magenta
nui,34,Blue
nuj,18,Green
nuk,100,Purple
nul,3,Cyan
num,39,Black
nun,64,Black
nuo,8,Cyan
nup,52,Blue
nuq,94,Blue
nur,91,Red
nus,65,Purple
nut,3,Brown
nuu,54,White
nuv,11,Black
nuw,79,Orange
nux,20,Brown
nuy,58,Pink
nuz,35,Lavender
nva,44,Purple
nvb,41,Turquoise
nvc,12,Cyan
nvd,30,Yellow
nve,5,Red
nvf,21,Pink
nvg,96,Black
nvh,84,Magenta
nvi,87,Magenta
nvj,27,Lavender
nvk,99,Green
nvl,59,Black
nvm,67,Brown
nvn,42,White
nvo,66,Brown
nvp,74,Lavender
nvq,82,Cyan
nvr,30,Lavender
nvs,17,Black
nvt,96,Magenta
nvu,100,Pink
nvv,95,White
nvw,81,Turquoise
nvx,47,Blue
nvy,24,Gray
nvz,58,Gray
nwa,75,Yellow
nwb,59,Green
nwc,44,Gray
nwd,80,Magenta
nwe,83,Magenta
nwf,8,Red
nwg,3,Turquoise
nwh,34,Pink
nwi,5,Purple
nwj,95,Lavender
nwk,76,White
nwl,24,Orange
nwm,82,Green
nwn,30,Turquoise
nwo,37,Red
nwp,61,Gray
nwq,55,Brown
nwr,8,Green
nws,30,Magenta
nwt,17,Brown
nwu,80,Orange
nwv,67,Red
nww,16,Black
nwx,95,Brown
nwy,94,Gray
nwz,55,Gray
nxa,73,Pink
nxb,89,White
nxc,93,Black
nxd,13,Turquoise
nxe,63,Magenta
nxf,92,Magenta
nxg,89,Black
nxh,22,Pink
nxi,28,Green
nxj,19,Orange
nxk,10,Purple
nxl,22,Yellow
nxm,46,Black
nxn,65,Green
nxo,18,Gray
nxp,65,Gray
nxq,39,Brown
nxr,28,White
nxs,28,Green
nxt,26,Orange
nxu,100,Turquoise
nxv,26,Gray
nxw,89,White
nxx,14,Black
nxy,42,Orange
nxz,90,White
nya,96,Magenta
nyb,62,Gray
nyc,83,Magenta
nyd,27,Orange
nye,69,Pink
nyf,74,Cyan
nyg,76,White
nyh,70,Magenta
nyi,50,Purple
nyj,39,Yellow
nyk,47,Brown
nyl,55,Brown
nym,63,Pink
nyn,89,Purple
nyo,56,Cyan
nyp,13,Blue
nyq,18,Yellow
nyr,7,Green
nys,40,Brown
nyt,0,Turquoise
nyu,36,Yellow
nyv,80,Lavender
nyw,74,Purple
nyx,94,Black
nyy,88,Red
nyz,6,Blue
nza,50,Magenta
nzb,89,Purple
nzc,25,Turquoise
nzd,67,Brown
nze,35,Pink
nzf,38,Purple
nzg,100,Pink
nzh,23,Gray
nzi,39,Black
nzj,60,Brown
nzk,13,White
nzl,92,Orange
nzm,95,Magenta
nzn,83,Red
nzo,2,Turquoise
nzp,29,Yellow
nzq,11,Black
nzr,51,Blue
nzs,93,Black
nzt,75,Yellow
nzu,39,Pink
nzv,95,Black
nzw,75,Gray
nzx,56,White
nzy,69,Yellow
nzz,14,Yellow
oaa,46,Magenta
oab,95,Lavender
oac,31,Magenta
oad,6,Green
oae,91,Green
oaf,45,Cyan
oag,76,Gray
oah,91,Purple
oai,70,Pink
oaj,18,Blue
oak,69,Lavender
oal,33,Magenta
oam,28,Green
oan,47,Green
oao,52,Blue
oap,94,White
oaq,31,Lavender
oar,49,Purple
oas,45,Blue
oat,36,Magenta
oau,63,Blue
oav,57,White
oaw,7,Gray
oax,30,White
oay,43,Lavender
oaz,18,Red
oba,90,Yellow
obb,41,Yellow
obc,66,Black
obd,92,Red
obe,60,Gray
obf,44,Pink
obg,82,Magenta
obh,62,Lavender
obi,34,Brown
obj,92,White
obk,33,Magenta
obl,6,Black
obm,74,White
obn,5,Gray
obo,28,Brown
obp,87,Yellow
obq,15,Pink
obr,60,Cyan
obs,51,Green
obt,8,Red
obu,27,Brown
obv,10,Black
obw,100,Orange
obx,57,Orange
oby,55,Cyan
obz,28,Green
oca,16,Gray
ocb,34,Blue
occ,16,Green
ocd,27,Brown
oce,29,Red
ocf,92,Lavender
ocg,33,Red
och,45,Lavender
oci,14,Gray
ocj,43,Brown
ock,23,Black
ocl,82,Yellow
ocm,10,White
ocn,43,Cyan
oco,58,Brown
ocp,36,Gray
ocq,62,Lavender
ocr,57,Turquoise
ocs,8,Yellow
oct,81,Brown
ocu,61,Gray
ocv,51,Gray
ocw,28,Cyan
ocx,92,Turquoise
ocy,3,Purple
ocz,69,White
oda,26,Purple
odb,83,Blue
odc,87,Orange
odd,56,Cyan
ode,50,Cyan
odf,77,Cyan
odg,11,Brown
odh,23,Pink
odi,99,White
odj,33,Gray
odk,64,Pink
odl,17,Purple
odm,38,White
odn,54,Cyan
odo,24,Cyan
odp,48,Lavender
odq,98,Blue
odr,93,Magenta
ods,2,Magenta
odt,87,Green
odu,48,Black
odv,67,Red
odw,21,Purple
odx,83,Green
ody,46,Magenta
odz,31,Green
oea,10,Orange
oeb,32,Brown
oec,28,Pink
oed,36,Pink
oee,55,Gray
oef,69,Gray
oeg,68,Yellow
oeh,79,Orange
oei,1,Yellow
oej,16,Cyan
oek,73,Brown
oel,31,Lavender
oem,63,Blue
oen,95,Orange
oeo,51,Blue
oep,43,Green
oeq,55,Blue
oer,51,Cyan
oes,86,Orange
oet,44,Yellow
oeu,70,Green
oev,32,Lavender
oew,76,Cyan
oex,97,Brown
oey,19,Gray
oez,41,Red
ofa,15,Turquoise
ofb,58,Turquoise
ofc,98,Green
ofd,73,Yellow
ofe,91,Brown
off,96,Orange
ofg,35,Orange
ofh,61,Pink
ofi,20,Green
ofj,8,White
ofk,36,White
ofl,43,Gray
ofm,19,Turquoise
ofn,56,Green
ofo,92,Gray
ofp,11,Lavender
ofq,63,Gray
ofr,88,Blue
ofs,46,Purple
oft,70,Purple
ofu,22,Purple
ofv,17,Red
ofw,37,Purple
ofx,86,Turquoise
ofy,91,Red
ofz,29,Pink
oga,67,Red
ogb,65,Cyan
ogc,60,White
ogd,36,Black
oge,83,Turquoise
ogf,62,White
ogg,12,Cyan
ogh,61,Lavender
ogi,71,Blue
ogj,4,Orange
ogk,98,Pink
ogl,79,Turquoise
ogm,65,Orange
ogn,61,Black
ogo,9,Red
ogp,97,Magenta
ogq,80,Brown
ogr,69,Brown
ogs,86,Cyan
ogt,92,Orange
ogu,65,Cyan
ogv,10,Orange
ogw,78,White
ogx,83,Yellow
ogy,71,Lavender
ogz,38,Orange
oha,17,Magenta
ohb,74,Cyan
ohc,59,Green
ohd,8,Black
ohe,23,Turquoise
ohf,2,Black
ohg,49,Red
ohh,56,Orange
ohi,90,Yellow
ohj,99,Blue
ohk,0,Green
ohl,8,Cyan
ohm,63,Brown
ohn,5,Gray
oho,33,Red
ohp,92,Purple
ohq,4,White
ohr,3,Green
ohs,49,Purple
oht,97,Pink
ohu,90,Lavender
ohv,68,Blue
ohw,77,Green
ohx,71,Green
ohy,15,Cyan
ohz,48,Yellow
oia,22,Turquoise
oib,13,Blue
oic,94,Lavender
oid,43,Blue
oie,98,Pink
oif,48,Pink
oig,9,Cyan
oih,25,Magenta
oii,88,Green
oij,50,Gray
oik,95,Brown
oil,15,Turquoise
oim,30,Magenta
oin,2,Red
oio,52,Green
oip,97,Blue
oiq,2,Cyan
oir,51,White
ois,20,Cyan
oit,51,Cyan
oiu,73,White
oiv,80,Lavender
oiw,54,Purple
oix,66,Pink
oiy,6,Gray
oiz,43,Blue
oja,79,Black
ojb,62,Orange
ojc,22,Pink
ojd,19,Orange
oje,19,Red
ojf,10,Yellow
ojg,53,Gray
ojh,60,Green
oji,65,Cyan
ojj,16,White
ojk,41,Brown
ojl,86,Red
ojm,33,Blue
ojn,70,Purple
ojo,79,Cyan
ojp,21,Pink
ojq,45,Brown
ojr,86,Turquoise
ojs,39,Pink
ojt,46,Orange
oju,31,Green
ojv,15,Pink
ojw,94,Lavender
ojx,26,Gray
ojy,36,Lavender
ojz,79,Pink
oka,10,Black
okb,25,Black
okc,37,Cyan
okd,71,Blue
oke,93,Blue
okf,77,Green
okg,55,Green
okh,82,White
oki,65,Red
okj,29,Pink
okk,0,Gray
okl,74,Gray
okm,72,Turquoise
okn,94,Lavender
oko,81,Magenta
okp,72,Gray
okq,72,Blue
okr,25,Turquoise
oks,60,Black
okt,7,Blue
oku,53,Pink
okv,39,Yellow
okw,57,Blue
okx,62,Black
oky,26,Cyan
okz,5,Brown
ola,11,Magenta
olb,53,Lavender
olc,97,White
old,38,Cyan
ole,4,Lavender
olf,94,Cyan
olg,100,Yellow
olh,66,Magenta
oli,31,Red
olj,51,Red
olk,100,Blue
oll,24,Pink
olm,34,Purple
oln,76,White
olo,94,Red
olp,18,Lavender
olq,29,Gray
olr,30,Red
ols,55,Black
olt,71,Brown
olu,97,Cyan
olv,74,Yellow
olw,11,Lavender
olx,52,Turquoise
oly,86,Black
olz,54,Orange
oma,11,Orange
omb,30,Black
omc,29,Orange
omd,64,Green
ome,32,White
omf,44,Cyan
omg,76,Gray
omh,81,Blue
omi,32,Cyan
omj,4,Purple
omk,68,Gray
oml,82,Blue
omm,78,Yellow
